id,match_number,group,stage,kickoff,venue,home_team_id,away_team_id,home_score,away_score,completed,status,status_detail,source,details_json
24,24,K,group,2026-06-18T02:00,Mexico City,44,41,1,3,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio Banorte"", ""venue_city"": ""Mexico City"", ""venue_country"": ""Mexico"", ""attendance"": 80824, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""7'"", ""team"": ""Colombia"", ""player"": ""Johan Mojica"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""34'"", ""team"": ""Uzbekistan"", ""player"": ""Abdukodir Khusanov"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""40'"", ""team"": ""Colombia"", ""player"": ""Daniel Muñoz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""60'"", ""team"": ""Uzbekistan"", ""player"": ""Abbosbek Fayzullaev"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""65'"", ""team"": ""Colombia"", ""player"": ""Luis Díaz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""90'+9'"", ""team"": ""Colombia"", ""player"": ""Jáminton Campaz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""40'"", ""team"": ""Colombia"", ""player"": ""Daniel Muñoz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""60'"", ""team"": ""Uzbekistan"", ""player"": ""Abbosbek Fayzullaev"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""65'"", ""team"": ""Colombia"", ""player"": ""Luis Díaz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""90'+9'"", ""team"": ""Colombia"", ""player"": ""Jáminton Campaz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
25,25,A,group,2026-06-18T16:00,Atlanta,1,4,1,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Mercedes-Benz Stadium"", ""venue_city"": ""Atlanta, Georgia"", ""venue_country"": ""USA"", ""attendance"": 67442, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""6'"", ""team"": ""Czechia"", ""player"": ""Michal Sadílek"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""33'"", ""team"": ""South Africa"", ""player"": ""Teboho Mokoena"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""40'"", ""team"": ""South Africa"", ""player"": ""Thalente Mbatha"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""75'"", ""team"": ""Czechia"", ""player"": ""Ladislav Krejcí"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Penalty - Scored"", ""minute"": ""83'"", ""team"": ""South Africa"", ""player"": ""Teboho Mokoena"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""6'"", ""team"": ""Czechia"", ""player"": ""Michal Sadílek"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Penalty - Scored"", ""minute"": ""83'"", ""team"": ""South Africa"", ""player"": ""Teboho Mokoena"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
26,26,B,group,2026-06-18T19:00,Los Angeles (Inglewood),8,5,4,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""SoFi Stadium"", ""venue_city"": ""Inglewood, California"", ""venue_country"": ""USA"", ""attendance"": 70026, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""59'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Amar Dedic"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""61'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Edin Dzeko"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""65'"", ""team"": ""Switzerland"", ""player"": ""Nico Elvedi"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""74'"", ""team"": ""Switzerland"", ""player"": ""Johan Manzambi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Red Card"", ""minute"": ""80'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Tarik Muharemovic"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": true}, {""type"": ""Goal"", ""minute"": ""84'"", ""team"": ""Switzerland"", ""player"": ""Rubén Vargas"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'"", ""team"": ""Switzerland"", ""player"": ""Johan Manzambi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+3'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Ermin Mahmic"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Penalty - Scored"", ""minute"": ""90'+7'"", ""team"": ""Switzerland"", ""player"": ""Granit Xhaka"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""74'"", ""team"": ""Switzerland"", ""player"": ""Johan Manzambi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""84'"", ""team"": ""Switzerland"", ""player"": ""Rubén Vargas"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'"", ""team"": ""Switzerland"", ""player"": ""Johan Manzambi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+3'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Ermin Mahmic"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Penalty - Scored"", ""minute"": ""90'+7'"", ""team"": ""Switzerland"", ""player"": ""Granit Xhaka"", ""scoring_play"": true, ""penalty"": true, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
27,27,B,group,2026-06-18T22:00,Vancouver,6,7,6,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BC Place"", ""venue_city"": ""Vancouver"", ""venue_country"": ""Canada"", ""attendance"": 52497, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""9'"", ""team"": ""Canada"", ""player"": ""Derek Cornelius"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""16'"", ""team"": ""Canada"", ""player"": ""Cyle Larin"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""29'"", ""team"": ""Canada"", ""player"": ""Jonathan David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Red Card"", ""minute"": ""33'"", ""team"": ""Qatar"", ""player"": ""Homam Ahmed"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": true}, {""type"": ""Goal"", ""minute"": ""45'+3'"", ""team"": ""Canada"", ""player"": ""Jonathan David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Red Card"", ""minute"": ""53'"", ""team"": ""Qatar"", ""player"": ""Assim Madibo"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": true}, {""type"": ""Yellow Card"", ""minute"": ""62'"", ""team"": ""Qatar"", ""player"": ""Ahmed Fathy"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal - Free-kick"", ""minute"": ""64'"", ""team"": ""Canada"", ""player"": ""Nathan Saliba"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""75'"", ""team"": ""Canada"", ""player"": ""Mohamed Manai"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+2'"", ""team"": ""Canada"", ""player"": ""Jonathan David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""16'"", ""team"": ""Canada"", ""player"": ""Cyle Larin"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""29'"", ""team"": ""Canada"", ""player"": ""Jonathan David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+3'"", ""team"": ""Canada"", ""player"": ""Jonathan David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Free-kick"", ""minute"": ""64'"", ""team"": ""Canada"", ""player"": ""Nathan Saliba"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""75'"", ""team"": ""Canada"", ""player"": ""Mohamed Manai"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+2'"", ""team"": ""Canada"", ""player"": ""Jonathan David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
28,28,A,group,2026-06-19T01:00,Guadalajara (Zapopan),3,2,1,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio Akron"", ""venue_city"": ""Guadalajara"", ""venue_country"": ""Mexico"", ""attendance"": 45522, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""4'"", ""team"": ""Korea Republic"", ""player"": ""Lee Kang-In"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""50'"", ""team"": ""Mexico"", ""player"": ""Luis Romo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""58'"", ""team"": ""Korea Republic"", ""player"": ""Paik Seung-Ho"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""50'"", ""team"": ""Mexico"", ""player"": ""Luis Romo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
29,29,C,group,2026-06-20T00:30,Philadelphia,9,10,3,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lincoln Financial Field"", ""venue_city"": ""Philadelphia, Pennsylvania"", ""venue_country"": ""USA"", ""attendance"": 68324, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""4'"", ""team"": ""Haiti"", ""player"": ""Carlens Arcus"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""23'"", ""team"": ""Brazil"", ""player"": ""Matheus Cunha"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""36'"", ""team"": ""Brazil"", ""player"": ""Matheus Cunha"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+3'"", ""team"": ""Brazil"", ""player"": ""Vinícius Júnior"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""45'+4'"", ""team"": ""Haiti"", ""player"": ""Frantzdy Pierrot"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""65'"", ""team"": ""Brazil"", ""player"": ""Douglas Santos"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""72'"", ""team"": ""Haiti"", ""player"": ""Danley Jean Jacques"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""23'"", ""team"": ""Brazil"", ""player"": ""Matheus Cunha"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""36'"", ""team"": ""Brazil"", ""player"": ""Matheus Cunha"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+3'"", ""team"": ""Brazil"", ""player"": ""Vinícius Júnior"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
30,30,C,group,2026-06-19T22:00,Boston (Foxborough),12,11,0,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Gillette Stadium"", ""venue_city"": ""Foxborough, Massachusetts"", ""venue_country"": ""USA"", ""attendance"": 64146, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""2'"", ""team"": ""Morocco"", ""player"": ""Ismael Saibari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""23'"", ""team"": ""Morocco"", ""player"": ""Issa Diop"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""65'"", ""team"": ""Scotland"", ""player"": ""Andy Robertson"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""2'"", ""team"": ""Morocco"", ""player"": ""Ismael Saibari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
31,31,D,group,2026-06-20T03:00,San Francisco Bay Area (Santa Clara),15,14,0,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Levi's Stadium"", ""venue_city"": ""Santa Clara, California"", ""venue_country"": ""USA"", ""attendance"": 68827, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""2'"", ""team"": ""Paraguay"", ""player"": ""Matías Galarza"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""4'"", ""team"": ""Paraguay"", ""player"": ""Matías Galarza"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Red Card"", ""minute"": ""45'+3'"", ""team"": ""Paraguay"", ""player"": ""Miguel Almirón"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": true}, {""type"": ""Yellow Card"", ""minute"": ""63'"", ""team"": ""Türkiye"", ""player"": """", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""71'"", ""team"": ""Türkiye"", ""player"": ""Eren Elmali"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""2'"", ""team"": ""Paraguay"", ""player"": ""Matías Galarza"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
32,32,D,group,2026-06-19T19:00,Seattle,16,13,2,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lumen Field"", ""venue_city"": ""Seattle, Washington"", ""venue_country"": ""USA"", ""attendance"": 66925, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Own Goal"", ""minute"": ""11'"", ""team"": ""USA"", ""player"": ""Cameron Burgess"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""16'"", ""team"": ""Australia"", ""player"": ""Jordan Bos"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""32'"", ""team"": ""Australia"", ""player"": ""Alessandro Circati"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""43'"", ""team"": ""USA"", ""player"": ""Alex Freeman"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""56'"", ""team"": ""USA"", ""player"": ""Antonee Robinson"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""88'"", ""team"": ""Australia"", ""player"": ""Harry Souttar"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""89'"", ""team"": ""USA"", ""player"": ""Folarin Balogun"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""89'"", ""team"": ""Australia"", ""player"": ""Jacob Italiano"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+3'"", ""team"": ""USA"", ""player"": ""Chris Richards"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Own Goal"", ""minute"": ""11'"", ""team"": ""USA"", ""player"": ""Cameron Burgess"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""43'"", ""team"": ""USA"", ""player"": ""Alex Freeman"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
33,33,E,group,2026-06-20T20:00,Toronto,20,18,2,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BMO Field"", ""venue_city"": ""Toronto"", ""venue_country"": ""Canada"", ""attendance"": 43036, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""30'"", ""team"": ""Côte d'Ivoire"", ""player"": ""Franck Kessié"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""68'"", ""team"": ""Germany"", ""player"": ""Deniz Undav"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+4'"", ""team"": ""Germany"", ""player"": ""Deniz Undav"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""30'"", ""team"": ""Côte d'Ivoire"", ""player"": ""Franck Kessié"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""68'"", ""team"": ""Germany"", ""player"": ""Deniz Undav"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+4'"", ""team"": ""Germany"", ""player"": ""Deniz Undav"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
34,34,E,group,2026-06-21T00:00,Kansas City,19,17,0,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""GEHA Field at Arrowhead Stadium"", ""venue_city"": ""Kansas City, Missouri"", ""venue_country"": ""USA"", ""attendance"": 68598, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""38'"", ""team"": ""Ecuador"", ""player"": ""Jordy Alcívar"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""39'"", ""team"": ""Curaçao"", ""player"": ""Leandro Bacuna"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""53'"", ""team"": ""Curaçao"", ""player"": ""Juninho Bacuna"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""56'"", ""team"": ""Curaçao"", ""player"": ""Livano Comenencia"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""75'"", ""team"": ""Curaçao"", ""player"": ""Juriën Gaari"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+1'"", ""team"": ""Curaçao"", ""player"": ""Gervane Kastaneer"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": []}"
