id,match_number,group,stage,kickoff,venue,home_team_id,away_team_id,home_score,away_score,completed,status,status_detail,source,details_json
47,47,K,group,2026-06-23T17:00,Houston,43,44,5,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""NRG Stadium"", ""venue_city"": ""Houston, Texas"", ""venue_country"": ""USA"", ""attendance"": 68777, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal - Volley"", ""minute"": ""6'"", ""team"": ""Portugal"", ""player"": ""Cristiano Ronaldo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""14'"", ""team"": ""Uzbekistan"", ""player"": ""Odiljon Xamrobekov"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal - Free-kick"", ""minute"": ""17'"", ""team"": ""Portugal"", ""player"": ""Nuno Mendes"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""39'"", ""team"": ""Portugal"", ""player"": ""Cristiano Ronaldo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""60'"", ""team"": ""Portugal"", ""player"": ""Abduvohid Nematov"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""68'"", ""team"": ""Portugal"", ""player"": ""Renato Veiga"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""87'"", ""team"": ""Portugal"", ""player"": ""Rafael Leão"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal - Volley"", ""minute"": ""6'"", ""team"": ""Portugal"", ""player"": ""Cristiano Ronaldo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Free-kick"", ""minute"": ""17'"", ""team"": ""Portugal"", ""player"": ""Nuno Mendes"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""39'"", ""team"": ""Portugal"", ""player"": ""Cristiano Ronaldo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""60'"", ""team"": ""Portugal"", ""player"": ""Abduvohid Nematov"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""87'"", ""team"": ""Portugal"", ""player"": ""Rafael Leão"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
48,48,K,group,2026-06-24T02:00,Guadalajara (Zapopan),41,42,1,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio Akron"", ""venue_city"": ""Guadalajara"", ""venue_country"": ""Mexico"", ""attendance"": 45358, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""56'"", ""team"": ""Colombia"", ""player"": ""Jhon Lucumí"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""76'"", ""team"": ""Colombia"", ""player"": ""Daniel Muñoz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+3'"", ""team"": ""Congo DR"", ""player"": ""Charles Pickel"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+4'"", ""team"": ""Colombia"", ""player"": ""Jefferson Lerma"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""76'"", ""team"": ""Colombia"", ""player"": ""Daniel Muñoz"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
49,49,C,group,2026-06-24T22:00,Miami (Miami Gardens),12,9,0,3,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Hard Rock Stadium"", ""venue_city"": ""Miami Gardens, Florida"", ""venue_country"": ""USA"", ""attendance"": 64478, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""7'"", ""team"": ""Brazil"", ""player"": ""Vinícius Júnior"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""45'+3'"", ""team"": ""Brazil"", ""player"": ""Vinícius Júnior"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""60'"", ""team"": ""Brazil"", ""player"": ""Matheus Cunha"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""62'"", ""team"": ""Brazil"", ""player"": ""Danilo"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""82'"", ""team"": ""Brazil"", ""player"": ""Fabinho"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""89'"", ""team"": ""Scotland"", ""player"": ""Ryan Christie"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""7'"", ""team"": ""Brazil"", ""player"": ""Vinícius Júnior"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Header"", ""minute"": ""45'+3'"", ""team"": ""Brazil"", ""player"": ""Vinícius Júnior"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""60'"", ""team"": ""Brazil"", ""player"": ""Matheus Cunha"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
50,50,C,group,2026-06-24T22:00,Atlanta,11,10,4,2,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Mercedes-Benz Stadium"", ""venue_city"": ""Atlanta, Georgia"", ""venue_country"": ""USA"", ""attendance"": 68239, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [{""type"": ""Own Goal"", ""minute"": ""10'"", ""team"": ""Haiti"", ""player"": ""Yassine Bounou"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""39'"", ""team"": ""Morocco"", ""player"": ""Achraf Hakimi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""43'"", ""team"": ""Haiti"", ""player"": ""Wilson Isidor"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+1'"", ""team"": ""Morocco"", ""player"": ""Ismael Saibari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""78'"", ""team"": ""Morocco"", ""player"": ""Soufiane Rahimi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""79'"", ""team"": ""Haiti"", ""player"": ""Johny Placide"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""80'"", ""team"": ""Haiti"", ""player"": ""Duckens Nazon"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""89'"", ""team"": ""Morocco"", ""player"": ""Gessime Yassine"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""90'+3'"", ""team"": ""Haiti"", ""player"": ""Josué Casimir"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Own Goal"", ""minute"": ""10'"", ""team"": ""Haiti"", ""player"": ""Yassine Bounou"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""39'"", ""team"": ""Morocco"", ""player"": ""Achraf Hakimi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""43'"", ""team"": ""Haiti"", ""player"": ""Wilson Isidor"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""45'+1'"", ""team"": ""Morocco"", ""player"": ""Ismael Saibari"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""78'"", ""team"": ""Morocco"", ""player"": ""Soufiane Rahimi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""89'"", ""team"": ""Morocco"", ""player"": ""Gessime Yassine"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
51,51,B,group,2026-06-24T19:00,Vancouver,8,6,2,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BC Place"", ""venue_city"": ""Vancouver"", ""venue_country"": ""Canada"", ""attendance"": 52497, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Yellow Card"", ""minute"": ""32'"", ""team"": ""Canada"", ""player"": ""Cyle Larin"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""32'"", ""team"": ""Switzerland"", ""player"": ""Granit Xhaka"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""46'"", ""team"": ""Switzerland"", ""player"": ""Rubén Vargas"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""57'"", ""team"": ""Switzerland"", ""player"": ""Johan Manzambi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Volley"", ""minute"": ""76'"", ""team"": ""Canada"", ""player"": ""Promise David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""87'"", ""team"": ""Canada"", ""player"": ""Liam Millar"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""46'"", ""team"": ""Switzerland"", ""player"": ""Rubén Vargas"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""57'"", ""team"": ""Switzerland"", ""player"": ""Johan Manzambi"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal - Volley"", ""minute"": ""76'"", ""team"": ""Canada"", ""player"": ""Promise David"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
52,52,B,group,2026-06-24T19:00,Seattle,5,7,3,1,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lumen Field"", ""venue_city"": ""Seattle, Washington"", ""venue_country"": ""USA"", ""attendance"": 66925, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [{""type"": ""Goal"", ""minute"": ""29'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Kerim Alajbegovic"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""34'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Mahmoud Abunada"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""42'"", ""team"": ""Qatar"", ""player"": ""Hassan Al-Haydos"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""78'"", ""team"": ""Qatar"", ""player"": ""Ahmed Fathy"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""80'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Ermin Mahmic"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""82'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Ermin Mahmic"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""29'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Kerim Alajbegovic"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Own Goal"", ""minute"": ""34'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Mahmoud Abunada"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": true, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""42'"", ""team"": ""Qatar"", ""player"": ""Hassan Al-Haydos"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""80'"", ""team"": ""Bosnia and Herzegovina"", ""player"": ""Ermin Mahmic"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
53,53,A,group,2026-06-25T01:00,Mexico City,1,3,0,3,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio Banorte"", ""venue_city"": ""Mexico City"", ""venue_country"": ""Mexico"", ""attendance"": 80824, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [{""type"": ""Goal"", ""minute"": ""55'"", ""team"": ""Mexico"", ""player"": ""Mateo Chávez"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""61'"", ""team"": ""Mexico"", ""player"": ""Julián Quiñones"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""64'"", ""team"": ""Mexico"", ""player"": ""Edson Álvarez"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+4'"", ""team"": ""Mexico"", ""player"": ""Álvaro Fidalgo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""55'"", ""team"": ""Mexico"", ""player"": ""Mateo Chávez"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""61'"", ""team"": ""Mexico"", ""player"": ""Julián Quiñones"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Goal"", ""minute"": ""90'+4'"", ""team"": ""Mexico"", ""player"": ""Álvaro Fidalgo"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
54,54,A,group,2026-06-25T01:00,Monterrey (Guadalupe),4,2,1,0,true,post,FT,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio BBVA"", ""venue_city"": ""Guadalupe"", ""venue_country"": ""Mexico"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [{""type"": ""Goal"", ""minute"": ""63'"", ""team"": ""South Africa"", ""player"": ""Thapelo Maseko"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""73'"", ""team"": ""South Africa"", ""player"": ""Aubrey Modiba"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}, {""type"": ""Yellow Card"", ""minute"": ""79'"", ""team"": ""Korea Republic"", ""player"": ""Cho Gue-Sung"", ""scoring_play"": false, ""penalty"": false, ""own_goal"": false, ""yellow_card"": true, ""red_card"": false}], ""goals"": [{""type"": ""Goal"", ""minute"": ""63'"", ""team"": ""South Africa"", ""player"": ""Thapelo Maseko"", ""scoring_play"": true, ""penalty"": false, ""own_goal"": false, ""yellow_card"": false, ""red_card"": false}]}"
55,55,E,group,2026-06-25T20:00,Philadelphia,17,18,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lincoln Financial Field"", ""venue_city"": ""Philadelphia, Pennsylvania"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [], ""goals"": []}"
56,56,E,group,2026-06-25T20:00,New York/New Jersey (East Rutherford),19,20,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""MetLife Stadium"", ""venue_city"": ""East Rutherford, New Jersey"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [], ""goals"": []}"
57,57,F,group,2026-06-25T23:00,Dallas (Arlington),21,23,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""AT&T Stadium"", ""venue_city"": ""Arlington, Texas"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Universo""], ""events"": [], ""goals"": []}"
58,58,F,group,2026-06-25T23:00,Kansas City,24,22,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""GEHA Field at Arrowhead Stadium"", ""venue_city"": ""Kansas City, Missouri"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [], ""goals"": []}"
59,59,D,group,2026-06-26T02:00,Los Angeles (Inglewood),15,16,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""SoFi Stadium"", ""venue_city"": ""Inglewood, California"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [], ""goals"": []}"
60,60,D,group,2026-06-26T02:00,San Francisco Bay Area (Santa Clara),14,13,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Levi's Stadium"", ""venue_city"": ""Santa Clara, California"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [], ""goals"": []}"
61,61,I,group,2026-06-26T19:00,Boston (Foxborough),35,33,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Gillette Stadium"", ""venue_city"": ""Foxborough, Massachusetts"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [], ""goals"": []}"
62,62,I,group,2026-06-26T19:00,Toronto,36,34,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BMO Field"", ""venue_city"": ""Toronto"", ""venue_country"": ""Canada"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [], ""goals"": []}"
63,63,G,group,2026-06-27T03:00,Seattle,26,27,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lumen Field"", ""venue_city"": ""Seattle, Washington"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Tele""], ""events"": [], ""goals"": []}"
64,64,G,group,2026-06-27T03:00,Vancouver,28,25,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""BC Place"", ""venue_city"": ""Vancouver"", ""venue_country"": ""Canada"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Universo""], ""events"": [], ""goals"": []}"
65,65,H,group,2026-06-27T00:00,Houston,29,30,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""NRG Stadium"", ""venue_city"": ""Houston, Texas"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [], ""goals"": []}"
66,66,H,group,2026-06-27T00:00,Guadalajara (Zapopan),32,31,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Estadio Akron"", ""venue_city"": ""Guadalajara"", ""venue_country"": ""Mexico"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [], ""goals"": []}"
67,67,L,group,2026-06-27T21:00,New York/New Jersey (East Rutherford),48,46,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""MetLife Stadium"", ""venue_city"": ""East Rutherford, New Jersey"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [], ""goals"": []}"
68,68,L,group,2026-06-27T21:00,Philadelphia,45,47,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Lincoln Financial Field"", ""venue_city"": ""Philadelphia, Pennsylvania"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [], ""goals"": []}"
69,69,J,group,2026-06-28T02:00,Kansas City,37,39,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""GEHA Field at Arrowhead Stadium"", ""venue_city"": ""Kansas City, Missouri"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [], ""goals"": []}"
70,70,J,group,2026-06-28T02:00,Dallas (Arlington),40,38,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""AT&T Stadium"", ""venue_city"": ""Arlington, Texas"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [], ""goals"": []}"
71,71,K,group,2026-06-27T23:30,Miami (Miami Gardens),41,43,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Hard Rock Stadium"", ""venue_city"": ""Miami Gardens, Florida"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX"", ""FOX One"", ""Tele""], ""events"": [], ""goals"": []}"
72,72,K,group,2026-06-27T23:30,Atlanta,42,44,,,false,pre,Scheduled,ESPN scoreboard result; openfootball fixture; FIFA schedule cross-check,"{""venue_full_name"": ""Mercedes-Benz Stadium"", ""venue_city"": ""Atlanta, Georgia"", ""venue_country"": ""USA"", ""attendance"": 0, ""broadcasts"": [""FOX One"", ""FS1"", ""Universo""], ""events"": [], ""goals"": []}"
